address,area,rooms,criteria,price
"Friedrichshain (Friedrichshain), Berlin",55 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",299.000 €
"Zehlendorf (Zehlendorf), Berlin","179,43 m²",5 Zi.5,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",890.000 €
"Friedrichshain (Friedrichshain), Berlin",117 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug']",448.000 €
"Schöneberg (Schöneberg), Berlin","145,82 m²","4,5 Zi.4,5","['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",669.000 €
"Schöneberg (Schöneberg), Berlin",126 m²,3 Zi.3,"['Einbauküche', 'Keller']",699.000 €
"Reinickendorf (Reinickendorf), Berlin","43,61 m²","1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Keller']",152.000 €
"Schmargendorf (Wilmersdorf), Berlin","61,66 m²",2 Zi.2,['Keller'],403.000 €
"Mitte (Mitte), Berlin",105 m²,4 Zi.4,"['Provisionsfrei*', 'Keller']",793.394 €
"Mitte (Mitte), Berlin",75 m²,3 Zi.3,"['Provisionsfrei*', 'Keller']",367.924 €
"Schöneberg (Schöneberg), Berlin",140 m²,4 Zi.4,['Aufzug'],389.000 €
"Wilmersdorf (Wilmersdorf), Berlin","82,59 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",359.000 €
"Steglitz (Steglitz), Berlin","134,8 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",639.000 €
"Wedding (Wedding), Berlin","41,45 m²",1 Zi.1,"['Balkon/Terrasse', 'Keller', 'Aufzug']",119.900 €
"Spandau (Spandau), Berlin","57,35 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",165.000 €
"Schöneberg (Schöneberg), Berlin","54,95 m²",2 Zi.2,['Keller'],158.950 €
"Albrechtstraße 11b, Mitte (Mitte), Berlin","51,8 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",330.000 €
"Langhansstraße 140, Weißensee (Weißensee), Berlin",87 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",340.000 €
"Pankow (Pankow), Berlin","56,58 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",163.000 €
"Charlottenburg (Charlottenburg), Berlin",286 m²,8 Zi.8,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+2']",2.300.000 €
"Knesebeckstr. 00, Charlottenburg (Charlottenburg), Berlin",55 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",398.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",93 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",650.000 €
"Steglitz (Steglitz), Berlin",70 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",387.500 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",92 m²,3 Zi.3,,641.999 €
"Brückenstr. 19, Niederschöneweide (Treptow), Berlin",62 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",130.000 €
"Wedding (Wedding), Berlin","43,98 m²",1 Zi.1,['Keller'],122.995 €
"Danziger Straße 136, Prenzlauer Berg (Prenzlauer Berg), Berlin",92 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",510.000 €
"Schöneberg (Schöneberg), Berlin",51 m²,2 Zi.2,"['Einbauküche', 'Keller']",244.500 €
"Charlottenburg (Charlottenburg), Berlin",204 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.650.000 €
"Wilmersdorf (Wilmersdorf), Berlin","43,95 m²","1,5 Zi.1,5","['Balkon/Terrasse', 'Aufzug']",237.950 €
"Gutachstr. 25, Waidmannslust (Reinickendorf), Berlin","62,17 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",199.000 €
"Gabriele-Tergit-Promenade 21, Tiergarten (Tiergarten), Berlin","94,6 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+2']",740.000 €
"Charlottenburg (Charlottenburg), Berlin",53 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",315.000 €
"Neukölln (Neukölln), Berlin","81,16 m²",3 Zi.3,,419.000 €
"Humperdinckstr. 16, Lankwitz (Steglitz), Berlin",172 m²,7 Zi.7,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+2']",679.000 €
"Speyerer Straße 1, Schöneberg (Schöneberg), Berlin","52,91 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",259.000 €
"Mitte (Mitte), Berlin",92 m²,3 Zi.3,"['Einbauküche', 'Keller']",450.000 €
"Buch (Pankow), Berlin","81,71 m²",3 Zi.3,"['Einbauküche', 'Keller']",229.900 €
"Kochhannstraße 19, Friedrichshain (Friedrichshain), Berlin","62,5 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",250.000 €
"Spandau (Spandau), Berlin",45 m²,2 Zi.2,['Keller'],133.000 €
"Forststr. 49, Steglitz (Steglitz), Berlin","48,5 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",239.000 €
"Schöneberg (Schöneberg), Berlin",31 m²,1 Zi.1,"['Einbauküche', 'Keller', 'Aufzug']",145.000 €
"Wittenau (Reinickendorf), Berlin",53 m²,2 Zi.2,"['Keller', 'Aufzug']",185.000 €
"Schmargendorf (Wilmersdorf), Berlin",107 m²,4 Zi.4,"['Einbauküche', 'Garten', 'Keller']",775.000 €
"Dahlem (Zehlendorf), Berlin",110 m²,4 Zi.4,"['Einbauküche', 'Gäste-WC']",829.000 €
"Marienfelde (Tempelhof), Berlin",73 m²,"2,5 Zi.2,5",,249.000 €
"Tegel (Reinickendorf), Berlin",70 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug', '+1']",320.000 €
"Wedding (Wedding), Berlin",66 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",319.000 €
"Schmargendorf (Wilmersdorf), Berlin","55,9 m²",2 Zi.2,"['Einbauküche', 'Garten', 'Keller']",259.000 €
"Wilhelmshavener Straße 38, Tiergarten (Tiergarten), Berlin","171,41 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.062.742 €
"Niederschönhausen (Pankow), Berlin","64,03 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",167.000 €
"Spandau (Spandau), Berlin","64,52 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",145.000 €
"Jahnstraße 80, Britz (Neukölln), Berlin","85,8 m²",3 Zi.3,"['Provisionsfrei*', 'Keller']",329.000 €
"Grunewald (Wilmersdorf), Berlin","212,21 m²",6 Zi.6,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",1.895.000 €
"Neu-Hohenschönhausen (Hohenschönhausen), Berlin","61,06 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",159.000 €
"Wrangelstraße 10, Steglitz (Steglitz), Berlin","67,34 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",279.000 €
"Wichertstraße 69, Prenzlauer Berg (Prenzlauer Berg), Berlin","49,85 m²",1 Zi.1,"['Einbauküche', 'Keller']",265.000 €
"Scharnhorststr. 27, Mitte (Mitte), Berlin","78,9 m²","2,5 Zi.2,5","['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",459.000 €
"Finowstraße 28, Neukölln (Neukölln), Berlin","87,56 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",525.000 €
"Wedding (Wedding), Berlin",63 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",300.000 €
"Charlottenburg (Charlottenburg), Berlin",52 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",249.500 €
"Weißensee (Weißensee), Berlin","190,8 m²",5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",1.378.000 €
"Lichterfelde (Steglitz), Berlin","74,35 m²",2 Zi.2,['Balkon/Terrasse'],299.000 €
"Herbststr. 20, Reinickendorf (Reinickendorf), Berlin",265 m²,9 Zi.9,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",992.000 €
"Buckow (Neukölln), Berlin","78,48 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",225.000 €
"Pasteurstraße 18, Prenzlauer Berg (Prenzlauer Berg), Berlin","96,89 m²",3 Zi.3,['Balkon/Terrasse'],416.627 €
"Pasteurstraße 18, Prenzlauer Berg (Prenzlauer Berg), Berlin","41,44 m²",1 Zi.1,,149.650 €
"Sömmeringstraße 35, Charlottenburg (Charlottenburg), Berlin","101,5 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",479.000 €
"Fregestraße 9, Friedenau (Schöneberg), Berlin","165,4 m²",6 Zi.6,"['Balkon/Terrasse', 'Keller']",837.000 €
"Tempelhof (Tempelhof), Berlin",56 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",169.000 €
"Kreuzberg (Kreuzberg), Berlin",115 m²,"3,5 Zi.3,5","['Balkon/Terrasse', 'Einbauküche']",750.000 €
"Nikolassee (Zehlendorf), Berlin",78 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche']",365.000 €
"Mitte (Mitte), Berlin","87,8 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",828.000 €
"Lichterfelde (Steglitz), Berlin",94 m²,4 Zi.4,,375.000 €
"Mitte (Mitte), Berlin",85 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",736.000 €
"Fregestraße 9, Friedenau (Schöneberg), Berlin",109 m²,4 Zi.4,"['Balkon/Terrasse', 'Keller']",528.000 €
"Friedrichsruher Straße 11, Grunewald (Wilmersdorf), Berlin",76 m²,2 Zi.2,['Balkon/Terrasse'],360.000 €
"Düsseldorfer Str. 68a, Wilmersdorf (Wilmersdorf), Berlin","63,03 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse']",271.800 €
"Düsseldorfer Str. 68a, Wilmersdorf (Wilmersdorf), Berlin","61,92 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",336.400 €
"Thorwaldsenstr. 22a, Steglitz (Steglitz), Berlin","51,84 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",206.200 €
"Thorwaldsenstr. 22a, Steglitz (Steglitz), Berlin","32,83 m²",1 Zi.1,"['Provisionsfrei*', 'Keller', 'Aufzug']",150.800 €
"Thorwaldsenstr. 22a, Steglitz (Steglitz), Berlin","32,83 m²",1 Zi.1,"['Provisionsfrei*', 'Keller', 'Aufzug']",126.900 €
"Finowstraße 28, Neukölln (Neukölln), Berlin","61,1 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",238.290 €
"Finowstraße 28, Neukölln (Neukölln), Berlin","56,52 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",220.428 €
"Sangeallee 5, Karlshorst (Lichtenberg), Berlin","56,73 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",187.209 €
"Sangeallee 5, Karlshorst (Lichtenberg), Berlin","58,79 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",205.765 €
"Zachertstraße 9, Friedrichsfelde (Lichtenberg), Berlin","42,32 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse']",156.584 €
"Sorauer Straße 12, Kreuzberg (Kreuzberg), Berlin","73,32 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",293.200 €
"Thulestraße 5, Pankow (Pankow), Berlin",66 m²,3 Zi.3,"['Provisionsfrei*', 'Keller']",198.000 €
"Britzer Straße 20, Niederschöneweide (Treptow), Berlin","82,64 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",272.712 €
"Puchanstraße 29, Köpenick (Köpenick), Berlin","63,16 m²",2 Zi.2,['Provisionsfrei*'],183.164 €
"Puchanstraße 29, Köpenick (Köpenick), Berlin","108,93 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse']",315.897 €
"Böckhstraße 26, Kreuzberg (Kreuzberg), Berlin","110,05 m²",3 Zi.3,['Provisionsfrei*'],456.708 €
"Kavalierstr. 2, Pankow (Pankow), Berlin","58,41 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",299.000 €
"Zehlendorf (Zehlendorf), Berlin",104 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",795.000 €
"Buch (Pankow), Berlin","81,7 m²",3 Zi.3,"['Einbauküche', 'Keller']",229.900 €
"Falckensteinstraße 44a, Kreuzberg (Kreuzberg), Berlin",39 m²,1 Zi.1,['Provisionsfrei*'],222.500 €
"Frankfurter Alle 11, Friedrichshain (Friedrichshain), Berlin",70 m²,2 Zi.2,"['Einbauküche', 'Garten', 'Keller', '+1']",385.000 €
"Eiswaldstrasse 1c, Lankwitz (Steglitz), Berlin",60 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",170.000 €
"Friedrichshain (Friedrichshain), Berlin","39,6 m²",1 Zi.1,,198.000 €
"Charlottenburg (Charlottenburg), Berlin","45,63 m²",2 Zi.2,,225.000 €
"Schöneberg (Schöneberg), Berlin",132 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",999.999 €
"Schöneberg (Schöneberg), Berlin",141 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",1.232.000 €
"Wedding (Wedding), Berlin",87 m²,3 Zi.3,,279.000 €
"Wedding (Wedding), Berlin","89,5 m²",4 Zi.4,,279.000 €
"Hufelandstraße 6, Prenzlauer Berg (Prenzlauer Berg), Berlin",74 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",525.000 €
"Glasower Str. 31, Neukölln (Neukölln), Berlin",32 m²,1 Zi.1,"['Provisionsfrei*', 'Einbauküche']",169.000 €
"Alte Jakobstrasse 77A, Mitte (Mitte), Berlin",70 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",395.000 €
"Wilmersdorf (Wilmersdorf), Berlin","79,54 m²",3 Zi.3,,519.000 €
"Friedenau (Schöneberg), Berlin","117,5 m²",4 Zi.4,['Balkon/Terrasse'],569.000 €
"Fregestraße 9, Friedenau (Schöneberg), Berlin",235 m²,8 Zi.8,"['Balkon/Terrasse', 'Keller']",1.138.000 €
"Rudow (Neukölln), Berlin",56 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",205.000 €
"Fregestraße 9, Friedenau (Schöneberg), Berlin","117,49 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller']",569.000 €
"Spandau (Spandau), Berlin","85,7 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",289.000 €
"Charlottenburg (Charlottenburg), Berlin",54 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",320.000 €
"Kaiserdamm 36, Charlottenburg (Charlottenburg), Berlin",42 m²,1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",215.000 €
"Schöneberg (Schöneberg), Berlin",82 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",489.000 €
"Wilmersdorf (Wilmersdorf), Berlin",123 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",815.000 €
"Meraner Straße 7, Schöneberg (Schöneberg), Berlin","76,4 m²",2 Zi.2,"['Provisionsfrei*', 'Keller']",527.160 €
"Hosemannstr. 8, Prenzlauer Berg (Prenzlauer Berg), Berlin","47,5 m²",1 Zi.1,"['Einbauküche', 'Keller']",199.000 €
"Niederschönhausen (Pankow), Berlin",163 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",695.000 €
"Schmargendorf (Wilmersdorf), Berlin",174 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",1.790.000 €
"Köpenick (Köpenick), Berlin",1.120 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",4.700.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","57,99 m²",2 Zi.2,"['Garten', 'Keller']",186.000 €
"Falkenseer Chaussee 9, Spandau (Spandau), Berlin",45 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",130.000 €
"Modersohnstr. 65, Friedrichshain (Friedrichshain), Berlin","67,06 m²",2 Zi.2,['Provisionsfrei*'],360.000 €
"Voigtstr. 39, Friedrichshain (Friedrichshain), Berlin","45,34 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Aufzug']",259.000 €
"Niederschönhausen (Pankow), Berlin","155,3 m²",5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+4']",769.000 €
"Lichterfelde (Steglitz), Berlin",200 m²,9 Zi.9,,299.000 €
"Bennigsenstraße 6, Friedenau (Schöneberg), Berlin",222 m²,5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",1.887.000 €
"Bennigsenstraße 6, Friedenau (Schöneberg), Berlin",167 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",1.486.300 €
"Bennigsenstraße 6, Friedenau (Schöneberg), Berlin",195 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+2']",1.696.500 €
"Kreuzberg (Kreuzberg), Berlin",42 m²,2 Zi.2,,357.000 €
"Kreuzberg (Kreuzberg), Berlin",140 m²,5 Zi.5,['Balkon/Terrasse'],1.190.000 €
"Spandau (Spandau), Berlin",41 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller']",109.000 €
"Corinthstr. 58, Friedrichshain (Friedrichshain), Berlin","46,92 m²",1 Zi.1,['Provisionsfrei*'],235.000 €
"Schöneberg (Schöneberg), Berlin",30 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",189.000 €
"Mitte (Mitte), Berlin","62,17 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",590.000 €
"Schöneberg (Schöneberg), Berlin","30,15 m²",1 Zi.1,"['Einbauküche', 'Keller']",115.000 €
"Lankwitz (Steglitz), Berlin","84,08 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",319.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","73,21 m²",2 Zi.2,['Aufzug'],525.000 €
"Friedrichshain (Friedrichshain), Berlin",52 m²,1 Zi.1,['Keller'],275.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","82,08 m²",2 Zi.2,['Aufzug'],650.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","73,63 m²",2 Zi.2,['Aufzug'],525.000 €
"Friedrichshain (Friedrichshain), Berlin","74,81 m²",2 Zi.2,"['Keller', 'Aufzug']",250.000 €
"Charlottenburg (Charlottenburg), Berlin",160 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",850.000 €
"Pankstraße 24, Wedding (Wedding), Berlin","41,36 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",204.900 €
"Petersburger Straße 37, Friedrichshain (Friedrichshain), Berlin","82,41 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",623.000 €
"Petersburger Straße 37, Friedrichshain (Friedrichshain), Berlin","139,16 m²",5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",1.045.000 €
"Petersburger Straße 37, Friedrichshain (Friedrichshain), Berlin","69,38 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",527.000 €
"Petersburger Straße 37, Friedrichshain (Friedrichshain), Berlin","69,78 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",526.000 €
"Petersburger Straße 37, Friedrichshain (Friedrichshain), Berlin","173,74 m²",6 Zi.6,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",1.305.000 €
"Wilmersdorf (Wilmersdorf), Berlin","37,5 m²",1 Zi.1,"['Einbauküche', 'Keller']",180.000 €
"Erich-Weinert-Str. 137, Prenzlauer Berg (Prenzlauer Berg), Berlin","42,77 m²",1 Zi.1,"['Einbauküche', 'Keller', 'Aufzug']",175.000 €
"Seegerstraße 11, Rosenthal (Pankow), Berlin","39,1 m²","1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Keller']",110.000 €
"Johannisthal (Treptow), Berlin",110 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",499.999 €
"Gotenstraße 77, Schöneberg (Schöneberg), Berlin",35 m²,1 Zi.1,['Einbauküche'],168.000 €
"Köpenick (Köpenick), Berlin","38,51 m²",2 Zi.2,"['Einbauküche', 'Keller']",110.000 €
"Nordkapstraße 4, Prenzlauer Berg (Prenzlauer Berg), Berlin","75,22 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",440.000 €
"Tegel (Reinickendorf), Berlin",34 m²,1 Zi.1,,98.000 €
"Kreuzberg (Kreuzberg), Berlin",43 m²,2 Zi.2,,301.000 €
"Mitte (Mitte), Berlin","126,26 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC', '+1']",1.387.000 €
"Kreuzberg (Kreuzberg), Berlin",43 m²,2 Zi.2,,365.500 €
"Wilmersdorf (Wilmersdorf), Berlin",55 m²,2 Zi.2,"['Einbauküche', 'Keller']",369.000 €
"Wedding (Wedding), Berlin",140 m²,5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Gäste-WC', '+1']",638.000 €
"Köpenick (Köpenick), Berlin","70,82 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']","222.481,03 €"
"Mommsenstraße 60, Charlottenburg (Charlottenburg), Berlin",125 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.391.500 €
"Wedding (Wedding), Berlin","114,39 m²",4 Zi.4,['Balkon/Terrasse'],310.000 €
"Adlershof (Treptow), Berlin","57,71 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",155.000 €
"Wilmersdorf (Wilmersdorf), Berlin",79 m²,35 Zi.35,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",445.000 €
"Keithstraße 31, Tiergarten (Tiergarten), Berlin","90,89 m²",3 Zi.3,"['Provisionsfrei*', 'Keller', 'Gäste-WC', '+1']",399.916 €
"Friedrichshagen (Köpenick), Berlin","133,48 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",699.000 €
"Johanniterstraße 3, Kreuzberg (Kreuzberg), Berlin","63,5 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",278.000 €
"Johanniterstraße 6, Kreuzberg (Kreuzberg), Berlin","63,82 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",322.000 €
"Johanniterstraße 6, Kreuzberg (Kreuzberg), Berlin",42 m²,"1,5 Zi.1,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",215.000 €
"Johanniterstraße 3, Kreuzberg (Kreuzberg), Berlin","41,66 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",199.000 €
"Johanniterstraße 3, Kreuzberg (Kreuzberg), Berlin","41,57 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",184.000 €
"Johanniterstraße 6, Kreuzberg (Kreuzberg), Berlin","54,73 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",258.000 €
"Gleimstraße 58, Prenzlauer Berg (Prenzlauer Berg), Berlin","39,5 m²",1 Zi.1,"['Balkon/Terrasse', 'Keller']",169.000 €
"Tempelhof (Tempelhof), Berlin","64,54 m²",2 Zi.2,['Balkon/Terrasse'],289.000 €
"Kreuzberg (Kreuzberg), Berlin","83,55 m²",2 Zi.2,['Aufzug'],255.000 €
"Friedrichshain (Friedrichshain), Berlin","65,78 m²",2 Zi.2,,279.000 €
"Steglitz (Steglitz), Berlin","77,47 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche']",225.000 €
"Siemensstadt (Spandau), Berlin",50 m²,"2,5 Zi.2,5",['Balkon/Terrasse'],132.420 €
"Siemensstadt (Spandau), Berlin",50 m²,"2,5 Zi.2,5",['Balkon/Terrasse'],139.500 €
"Siemensstadt (Spandau), Berlin",50 m²,"2,5 Zi.2,5",['Balkon/Terrasse'],141.987 €
"Siemensstadt (Spandau), Berlin",50 m²,"2,5 Zi.2,5",['Balkon/Terrasse'],141.474 €
"Wilmersdorf (Wilmersdorf), Berlin","46,37 m²",2 Zi.2,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",205.000 €
"Friedrichshain (Friedrichshain), Berlin","87,74 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",319.000 €
"Wichertstraße 6, Prenzlauer Berg (Prenzlauer Berg), Berlin","113,18 m²",4 Zi.4,"['Balkon/Terrasse', 'Aufzug']",785.000 €
"Mitte (Mitte), Berlin",45 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",249.900 €
"Friedrichshain (Friedrichshain), Berlin",60 m²,2 Zi.2,['Keller'],245.000 €
"Boxhagener Str. 119a, Friedrichshain (Friedrichshain), Berlin",77 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",379.000 €
"Kreuzberg (Kreuzberg), Berlin",85 m²,2 Zi.2,['Balkon/Terrasse'],680.000 €
"Helmstedter Straße 30, Wilmersdorf (Wilmersdorf), Berlin",176 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.299.000 €
"Kreuzberg (Kreuzberg), Berlin",100 m²,3 Zi.3,['Balkon/Terrasse'],950.000 €
"Leinestraße 51, Neukölln (Neukölln), Berlin","42,76 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",218.076 €
"Okerstraße 12, Neukölln (Neukölln), Berlin","55,19 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",281.469 €
"Okerstraße 12, Neukölln (Neukölln), Berlin","37,44 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",190.944 €
"Okerstraße 12, Neukölln (Neukölln), Berlin","67,51 m²",2 Zi.2,"['Provisionsfrei*', 'Keller']",351.052 €
"Schlangenbader Straße 95, Wilmersdorf (Wilmersdorf), Berlin","76,09 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse']",235.879 €
