index,id,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,accommodates,bed_type,price,cleaning_fee,guests_included,extra_people,review_scores_rating,instant_bookable,cancellation_policy,moderate,strict,private,size,stairless,luggage_dropoff,balcony,elevator,distance,loc
15930,25409758,1,1,Neukölln,Neukölln,52.491859999999996,13.428339999999999,2,1,108,30,1,11,100.0,0,strict,0,1,1,70,0,0,1,1,2.03753463606991,Neukölln (nh)
15949,25433095,1,1,Tiergarten,Mitte,52.4997,13.36865,1,1,35,15,1,10,99.0,0,strict,0,1,0,100,0,1,0,0,2.4285959652145577,Mitte
15963,25461675,0,1,Rummelsburg,Lichtenberg,52.505019999999995,13.495029999999998,2,1,30,8,1,7,90.0,0,moderate,1,0,0,28,0,0,0,0,6.154925390216994,Lichtenberg
15965,25464251,0,0,Steglitz,Steglitz - Zehlendorf,52.44741,13.35711,2,1,40,25,1,0,100.0,0,flexible,0,0,0,40,0,0,0,0,6.932986510601826,other
15966,25464474,0,0,Mitte,Mitte,52.53321,13.391279999999998,2,1,90,38,1,0,100.0,1,moderate,1,0,1,50,0,0,0,1,3.494267026696087,Mitte (nh)
15969,25466920,0,0,Schmargendorf,Charlottenburg-Wilm.,52.48718,13.29679,4,1,85,65,2,10,97.0,0,moderate,1,0,1,80,0,0,1,1,7.473612750708669,other
15973,25472779,0,0,Schöneberg,Tempelhof - Schöneberg,52.48421999999999,13.36245,2,1,35,5,1,10,93.0,0,strict,0,1,0,22,0,0,0,0,3.4981391093880143,Schöneberg (nh)
15980,25491061,0,0,Mitte,Mitte,52.53575,13.37749,4,1,44,18,3,12,94.0,1,strict,0,1,0,49,0,0,1,0,4.086452292507776,Mitte (nh)
15983,25494189,0,1,Dahlem,Steglitz - Zehlendorf,52.45521,13.28527,6,1,129,60,4,20,100.0,0,strict,0,1,1,140,0,0,0,0,9.634284956907305,other
15988,25502930,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51503,13.46067,3,1,100,30,2,20,83.0,1,strict,0,1,1,17,0,1,0,0,4.059154630397867,Friedrichshain (nh)
15989,25505809,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.491640000000004,13.37974,2,1,69,40,1,0,85.0,0,strict,0,1,1,100,0,0,0,0,2.0662706286813215,Kreuzberg (nh)
15991,25507238,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51701,13.46734,1,1,45,0,1,0,94.0,0,moderate,1,0,1,80,0,1,0,0,4.55852309467464,Friedrichshain (nh)
15992,25509128,0,0,Mitte,Mitte,52.536080000000005,13.377979999999999,1,1,65,0,1,0,88.0,0,flexible,0,0,0,30,0,0,0,1,4.104980441641152,Mitte (nh)
16000,25532106,0,1,Britz,Neukölln,52.460119999999996,13.4441,2,1,30,5,1,12,100.0,0,moderate,1,0,0,15,0,0,0,0,5.460171547510397,other
16022,25566959,0,0,Marzahn,Marzahn - Hellersdorf,52.5188,13.524989999999999,5,1,90,0,3,10,82.0,1,moderate,1,0,1,36,0,0,0,0,8.368246783207516,other
16027,25598170,0,0,Neukölln,Neukölln,52.484230000000004,13.42935,2,1,48,0,1,0,98.0,0,moderate,1,0,0,80,0,0,0,0,2.6759421642081955,Neukölln (nh)
16031,25605703,0,0,Halensee,Charlottenburg-Wilm.,52.500040000000006,13.300289999999999,4,1,90,0,1,10,97.0,0,flexible,0,0,1,27,0,0,0,1,7.038141464813411,other
16036,25652241,1,0,Pankow,Pankow,52.562940000000005,13.404020000000001,2,1,49,29,2,10,97.0,0,moderate,1,0,1,40,1,0,0,0,6.6895039312413624,other
16042,25664801,0,0,Rummelsburg,Lichtenberg,52.50411999999999,13.479289999999999,2,1,120,30,1,0,96.0,0,strict,0,1,0,108,0,0,0,0,5.086752287236752,Lichtenberg
16055,25706975,0,0,Friedrichsfelde,Lichtenberg,52.50356,13.52167,4,1,50,20,2,20,98.0,0,moderate,1,0,1,16,0,0,1,0,7.953623701588809,Lichtenberg
16077,25765098,1,0,Neukölln,Neukölln,52.48239,13.4241,3,1,25,20,1,15,97.0,0,strict,0,1,0,60,0,0,0,0,2.638399723584248,Neukölln (nh)
16085,25777815,0,0,Plänterwald,Treptow - Köpenick,52.48386,13.467179999999999,4,1,130,70,4,20,98.0,0,strict,0,1,1,45,0,0,1,0,4.756438999554734,other
16087,25788327,0,1,Pankow,Pankow,52.56598,13.39679,2,1,25,35,1,5,96.0,1,strict,0,1,0,173,0,0,0,0,7.0452352240755785,other
16109,25820639,0,1,Moabit,Mitte,52.53536999999999,13.347539999999999,2,1,30,20,2,20,93.0,1,flexible,0,0,0,30,0,0,0,0,5.273911831177376,Moabit (nh)
16116,25825682,0,1,Wilmersdorf,Charlottenburg-Wilm.,52.4991,13.32255,4,1,60,25,2,13,98.0,1,strict,0,1,1,60,0,0,1,0,5.539976596770096,Wilmersdorf (nh)
16117,25825772,0,1,Neukölln,Neukölln,52.469719999999995,13.432310000000001,2,1,50,17,1,10,93.0,1,moderate,1,0,1,25,0,0,1,0,4.140584134460277,Neukölln (nh)
16142,25881689,1,1,Neukölln,Neukölln,52.48284,13.424579999999999,2,1,35,20,1,0,98.0,1,flexible,0,0,0,140,0,1,1,0,2.612564533372767,Neukölln (nh)
16148,25902770,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.51393,13.456679999999999,2,0,50,25,1,7,98.0,0,strict,0,1,0,25,0,0,1,1,3.7638562431056783,Friedrichshain (nh)
16153,25913588,0,0,Neukölln,Neukölln,52.474109999999996,13.45532,3,1,45,0,2,20,95.0,1,flexible,0,0,0,60,0,0,0,0,4.707194872660637,Neukölln (nh)
16156,25922110,0,0,Neukölln,Neukölln,52.477419999999995,13.43951,1,1,20,0,1,0,98.0,0,moderate,1,0,0,12,0,0,0,0,3.6982592648697086,Neukölln (nh)
16170,25939560,0,0,Neukölln,Neukölln,52.48281,13.42999,2,1,39,0,1,0,100.0,0,flexible,0,0,0,100,0,0,1,0,2.826071356507116,Neukölln (nh)
16189,25995174,0,1,Schöneberg,Tempelhof - Schöneberg,52.498709999999996,13.353029999999999,2,1,80,50,2,20,100.0,0,moderate,1,0,1,25,0,0,0,0,3.491131001011368,Schöneberg (nh)
16191,25997830,0,0,Wedding,Mitte,52.55656,13.378960000000001,2,1,30,10,1,0,97.0,0,moderate,1,0,0,25,0,1,0,0,6.218477099466486,Wedding (nh)
16192,26002775,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.493230000000004,13.41857,2,1,65,20,2,20,92.0,1,moderate,1,0,1,27,0,0,0,0,1.441489399155417,Kreuzberg (nh)
16197,26007422,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.48554,13.376129999999998,2,1,27,0,1,15,90.0,0,strict,0,1,0,20,0,0,0,0,2.6978701172962367,Kreuzberg (nh)
16204,26030390,1,0,Prenzlauer Berg,Pankow,52.54896,13.42867,2,1,32,15,1,15,95.0,0,strict,0,1,0,25,0,0,0,0,5.395858162340096,Prenzlauer Berg (nh)
16205,26031709,0,1,Moabit,Mitte,52.52358,13.34951,4,1,110,50,1,0,94.0,0,moderate,1,0,1,120,0,0,0,0,4.362469553357698,Moabit (nh)
16208,26034847,1,0,Prenzlauer Berg,Pankow,52.535630000000005,13.424220000000002,5,1,79,45,1,10,95.0,1,moderate,1,0,1,80,0,0,0,0,3.8965439195611777,Prenzlauer Berg (nh)
16219,26061196,1,0,Prenzlauer Berg,Pankow,52.545590000000004,13.41663,2,1,90,50,1,0,96.0,0,strict,0,1,1,57,0,0,0,0,4.834323827604199,Prenzlauer Berg (nh)
16220,26070220,0,0,Lichtenrade,Tempelhof - Schöneberg,52.40903,13.408120000000002,6,1,45,30,2,20,95.0,1,flexible,0,0,1,65,0,1,0,0,10.427974449928714,other
16228,26081854,0,1,Wedding,Mitte,52.54221,13.388979999999998,3,1,40,20,1,13,91.0,0,strict,0,1,1,50,1,0,1,1,4.503258101499614,Wedding (nh)
16254,26127934,0,0,Charlottenburg,Charlottenburg-Wilm.,52.5092,13.30696,3,1,78,38,2,15,98.0,0,strict,0,1,1,50,0,1,0,0,6.617986888340625,Charlottenburg (nh)
16263,26156582,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.52029,13.44612,2,1,28,5,1,20,100.0,1,flexible,0,0,0,40,0,1,1,1,3.4424243393526672,Friedrichshain (nh)
16268,26161321,0,0,Schöneberg,Tempelhof - Schöneberg,52.480419999999995,13.34474,1,1,45,15,1,5,78.0,0,flexible,0,0,0,27,1,0,0,1,4.729867337978551,Schöneberg (nh)
16275,26180749,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.515190000000004,13.43714,3,1,40,20,2,25,99.0,1,strict,0,1,0,23,0,1,0,0,2.6235513982765992,Friedrichshain (nh)
16276,26181378,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.496340000000004,13.4279,1,1,34,40,1,0,98.0,0,strict,0,1,0,18,0,0,0,0,1.7587183776838924,Kreuzberg (nh)
16277,26181921,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49844,13.428770000000002,2,1,60,0,1,10,80.0,0,moderate,1,0,0,40,0,0,0,0,1.7337018384763208,Kreuzberg (nh)
16278,26181956,0,0,Mitte,Mitte,52.52798000000001,13.407789999999999,6,1,107,50,4,42,98.0,0,flexible,0,0,1,164,0,0,0,1,2.8128026005662927,Mitte (nh)
16293,26195835,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49906,13.39582,1,1,43,30,1,10,99.0,0,strict,0,1,0,85,0,0,1,0,0.7004038167467611,Kreuzberg (nh)
16299,26207264,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.52344,13.44539,2,1,23,15,1,0,96.0,1,strict,0,1,0,20,0,0,0,0,3.613628122866648,Friedrichshain (nh)
16307,26224606,0,0,Wedding,Mitte,52.55093000000001,13.349779999999999,2,1,25,10,1,12,85.0,0,flexible,0,0,0,22,0,0,0,0,6.496486881682473,Wedding (nh)
16317,26242714,1,0,Pankow,Pankow,52.568169999999995,13.419970000000001,4,1,90,30,1,10,96.0,0,moderate,1,0,1,65,0,0,1,0,7.3491597372687405,other
16320,26246641,0,0,Mitte,Mitte,52.534969999999994,13.406529999999998,5,1,83,40,2,15,92.0,1,moderate,1,0,1,40,0,0,0,0,3.582929858614823,Mitte (nh)
16321,26248619,0,1,Schöneberg,Tempelhof - Schöneberg,52.48189,13.34729,2,1,45,20,1,10,94.0,1,moderate,1,0,1,60,0,0,0,0,4.497279855633614,Schöneberg (nh)
16326,26251457,1,1,Schöneberg,Tempelhof - Schöneberg,52.48496,13.359820000000001,5,1,100,60,1,0,98.0,0,moderate,1,0,1,152,1,0,0,0,3.5974288193798256,Schöneberg (nh)
16334,26265374,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.513619999999996,13.43268,2,1,45,5,1,25,99.0,0,strict,0,1,0,60,1,0,1,0,2.275065052236209,Friedrichshain (nh)
16338,26275433,1,1,Charlottenburg,Charlottenburg-Wilm.,52.5193,13.325479999999999,2,1,35,10,1,0,99.0,0,flexible,0,0,0,170,0,1,0,0,5.633210246795396,Charlottenburg (nh)
16348,26292064,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51031999999999,13.45142,3,1,65,30,2,15,85.0,1,strict,0,1,1,20,0,0,0,0,3.3060141224954767,Friedrichshain (nh)
16353,26297971,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.498459999999994,13.38386,2,1,60,20,1,0,98.0,1,flexible,0,0,0,21,0,1,0,0,1.4562957117371427,Kreuzberg (nh)
16362,26320108,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.509080000000004,13.45305,2,1,49,10,1,25,96.0,1,moderate,1,0,0,22,0,1,0,1,3.3816581131012593,Friedrichshain (nh)
16377,26351609,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.5151,13.44733,2,1,35,0,1,0,91.0,1,strict,0,1,0,52,0,1,0,0,3.2262525462921277,Friedrichshain (nh)
16387,26383849,1,0,Johannisthal,Treptow - Köpenick,52.45026,13.508379999999999,2,1,31,0,1,10,100.0,0,strict,0,1,0,26,0,1,0,0,9.160718755058733,other
16389,26391120,1,0,Prenzlauer Berg,Pankow,52.55096999999999,13.41065,3,1,80,0,1,15,97.0,0,strict,0,1,1,45,0,0,0,0,5.376392473663175,Prenzlauer Berg (nh)
16401,26414822,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.52613,13.450920000000002,4,1,55,29,2,19,98.0,0,strict,0,1,1,76,1,0,1,1,4.092581073802322,Friedrichshain (nh)
16425,26467098,0,0,Schöneberg,Tempelhof - Schöneberg,52.490080000000006,13.36121,1,1,20,5,1,0,82.0,1,moderate,1,0,0,80,0,0,0,0,3.2329836155052534,Schöneberg (nh)
16451,26525108,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.522780000000004,13.453420000000001,6,1,70,45,6,0,96.0,0,moderate,1,0,1,85,1,0,0,0,4.006677982957176,Friedrichshain (nh)
16454,26545386,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.49864,13.462060000000001,2,1,45,0,1,0,96.0,0,flexible,0,0,1,25,0,0,0,0,3.9455324043425226,Friedrichshain (nh)
16459,26548893,0,0,Prenzlauer Berg,Pankow,52.55345,13.40688,2,1,45,35,1,0,94.0,0,moderate,1,0,1,42,0,0,0,0,5.637236611292173,Prenzlauer Berg (nh)
16467,26554208,0,0,Moabit,Mitte,52.52248,13.35655,4,1,91,0,1,0,98.0,1,flexible,0,0,1,20,0,0,0,0,3.8965618669029016,Moabit (nh)
16468,26560500,0,1,Moabit,Mitte,52.52053000000001,13.33695,2,1,55,30,1,25,95.0,1,strict,0,1,0,100,0,1,0,0,4.958724919255809,Moabit (nh)
16481,26582825,1,0,Prenzlauer Berg,Pankow,52.54387,13.421320000000001,4,1,50,20,4,20,100.0,0,flexible,0,0,1,80,1,0,0,0,4.714030855594839,Prenzlauer Berg (nh)
16485,26588126,1,0,Schöneberg,Tempelhof - Schöneberg,52.48261,13.359570000000001,2,1,30,15,1,10,99.0,0,flexible,0,0,0,25,0,0,0,0,3.7613494726782855,Schöneberg (nh)
16493,26598394,0,0,Schöneberg,Tempelhof - Schöneberg,52.49116,13.33911,4,1,97,50,1,0,94.0,1,flexible,0,0,1,80,0,0,1,1,4.589915926026084,Schöneberg (nh)
16503,26620526,0,1,Charlottenburg,Charlottenburg-Wilm.,52.5187,13.320379999999998,4,1,48,40,1,10,99.0,1,flexible,0,0,1,100,0,1,1,1,5.940360671865753,Charlottenburg (nh)
16508,26633041,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49116,13.39301,4,1,70,10,2,15,96.0,1,moderate,1,0,1,35,0,0,0,0,1.4967460262906584,Kreuzberg (nh)
16511,26638798,1,0,Mahlsdorf,Marzahn - Hellersdorf,52.52285,13.6501,5,1,25,39,1,9,96.0,1,moderate,1,0,1,45,0,1,1,0,16.791417883794672,other
16534,26677937,0,0,Baumschulenweg,Treptow - Köpenick,52.473440000000004,13.485999999999999,3,1,34,20,1,18,94.0,1,moderate,1,0,0,32,0,0,0,0,6.429832357254512,other
16542,26697520,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49265,13.398279999999998,2,1,30,13,1,22,99.0,0,moderate,1,0,0,25,1,1,1,0,1.1948934816682715,Kreuzberg (nh)
16547,26701296,1,0,Zehlendorf,Steglitz - Zehlendorf,52.439969999999995,13.23821,8,1,119,70,2,35,94.0,1,moderate,1,0,1,120,0,1,0,0,13.23429339476646,other
16566,26710612,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49694,13.400129999999999,1,1,30,8,1,0,98.0,1,flexible,0,0,0,24,0,0,0,0,0.7046142839324196,Kreuzberg (nh)
16578,26739131,1,0,Schöneberg,Tempelhof - Schöneberg,52.48915,13.36001,2,1,45,25,1,20,99.0,0,moderate,1,0,0,20,0,0,0,0,3.3517527268826632,Schöneberg (nh)
16586,26744670,0,0,Wedding,Mitte,52.55276,13.3806,2,1,35,0,1,0,92.0,1,moderate,1,0,0,22,0,0,0,0,5.781737960466397,Wedding (nh)
16599,26765945,1,1,Prenzlauer Berg,Pankow,52.531530000000004,13.408679999999999,2,1,70,40,1,0,98.0,1,strict,0,1,1,30,1,1,1,0,3.2113911457872417,Prenzlauer Berg (nh)
16600,26766933,1,0,Neukölln,Neukölln,52.4832,13.434339999999999,2,1,80,25,1,15,91.0,0,moderate,1,0,1,50,0,0,0,1,2.9853469846381593,Neukölln (nh)
16602,26768369,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49906,13.44254,3,1,130,30,2,15,100.0,0,strict,0,1,1,100,0,0,0,0,2.629992784414972,Kreuzberg (nh)
16612,26777906,1,0,Zehlendorf,Steglitz - Zehlendorf,52.44355,13.267660000000001,2,1,100,10,1,0,95.0,0,moderate,1,0,0,27,0,0,0,0,11.352013214542703,other
16619,26797927,1,1,Schöneberg,Tempelhof - Schöneberg,52.49605,13.33898,5,1,120,40,4,40,97.0,1,moderate,1,0,1,110,0,0,0,0,4.475856168629376,Schöneberg (nh)
16620,26799070,1,0,Moabit,Mitte,52.52456,13.339070000000001,1,1,25,0,1,0,98.0,0,flexible,0,0,0,30,0,1,0,0,5.027146474255075,Moabit (nh)
16632,26808696,0,0,Weißensee,Pankow,52.5551,13.43026,2,1,35,15,1,5,96.0,1,flexible,0,0,0,15,0,0,0,0,6.079541517123319,other
16634,26812711,0,0,Weißensee,Pankow,52.554919999999996,13.430760000000001,2,1,25,15,1,5,93.0,1,moderate,1,0,0,15,0,0,0,0,6.0703284770688555,other
16636,26823519,0,0,Rosenthal,Pankow,52.59242,13.391860000000001,2,1,68,25,1,0,100.0,1,moderate,1,0,1,10,0,1,0,0,10.002222325657844,other
16641,26831357,1,1,Moabit,Mitte,52.527319999999996,13.33301,5,1,130,0,1,20,96.0,0,moderate,1,0,1,85,1,1,1,1,5.5346815165288135,Moabit (nh)
16671,26886710,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.515069999999994,13.4661,2,1,39,0,1,9,97.0,0,moderate,1,0,0,16,0,0,0,0,4.408435380574666,Friedrichshain (nh)
16677,26903193,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49625,13.386629999999998,4,1,69,0,2,18,91.0,1,flexible,0,0,0,70,0,0,1,0,1.3917439272743408,Kreuzberg (nh)
16679,26909007,1,0,Neukölln,Neukölln,52.482009999999995,13.4393,2,1,59,0,1,0,99.0,0,strict,0,1,0,23,0,0,0,0,3.3152233110859157,Neukölln (nh)
16683,26917163,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49256999999999,13.44045,3,1,65,0,1,15,94.0,1,flexible,0,0,1,55,0,0,0,0,2.705678445753931,Kreuzberg (nh)
16684,26918138,0,0,Prenzlauer Berg,Pankow,52.549980000000005,13.417570000000001,1,1,50,15,1,0,100.0,0,moderate,1,0,0,25,1,1,1,0,5.326120728658101,Prenzlauer Berg (nh)
16686,26919776,0,0,Prenzlauer Berg,Pankow,52.553290000000004,13.40696,3,1,50,18,2,10,98.0,1,strict,0,1,0,30,0,0,0,0,5.619634005482495,Prenzlauer Berg (nh)
16688,26936347,1,0,Schöneberg,Tempelhof - Schöneberg,52.49054,13.37095,4,1,70,0,2,15,97.0,1,moderate,1,0,1,60,0,0,0,1,2.62865663321589,Schöneberg (nh)
16698,26943619,1,1,Charlottenburg,Charlottenburg-Wilm.,52.51883,13.31717,1,1,30,20,1,0,95.0,0,strict,0,1,0,10,0,1,0,0,6.15223687529316,Charlottenburg (nh)
16701,26950491,0,0,Friedrichsfelde,Lichtenberg,52.51368000000001,13.521920000000001,3,1,53,0,1,0,95.0,1,flexible,0,0,0,27,0,0,1,1,8.060796333223525,Lichtenberg
16713,26969563,0,0,Prenzlauer Berg,Pankow,52.53706999999999,13.410229999999999,6,1,104,40,1,15,90.0,1,moderate,1,0,1,150,0,1,1,0,3.834862250635789,Prenzlauer Berg (nh)
16717,26970026,0,0,Prenzlauer Berg,Pankow,52.53748,13.4115,3,1,69,40,1,15,92.0,1,moderate,1,0,1,150,0,1,0,0,3.8902123801270814,Prenzlauer Berg (nh)
16726,26970592,0,0,Prenzlauer Berg,Pankow,52.53768,13.41189,3,1,74,40,1,15,86.0,1,moderate,1,0,1,150,0,1,0,0,3.9157033702064745,Prenzlauer Berg (nh)
16729,26975349,0,0,Friedrichsfelde,Lichtenberg,52.51198,13.52185,2,1,40,0,1,0,94.0,1,flexible,0,0,0,17,0,0,0,1,8.03000101607166,Lichtenberg
16734,26978497,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51177,13.46848,2,1,55,0,1,0,98.0,0,flexible,0,0,1,78,0,0,0,0,4.465824919456204,Friedrichshain (nh)
16741,26989065,1,0,Wedding,Mitte,52.54786,13.35036,2,1,105,30,1,0,94.0,1,moderate,1,0,1,120,0,0,0,0,6.195094034062327,Wedding (nh)
16743,26989807,0,1,Prenzlauer Berg,Pankow,52.54786,13.40424,2,1,75,30,1,0,100.0,0,moderate,1,0,1,70,0,0,0,0,5.01267661126204,Prenzlauer Berg (nh)
16749,27004843,0,0,Schmöckwitz,Treptow - Köpenick,52.37936,13.646360000000001,2,1,30,10,2,6,98.0,1,strict,0,1,1,15,0,1,0,0,21.396912527959866,other
16750,27011441,1,1,Mitte,Mitte,52.5292,13.38889,2,1,78,30,1,0,99.0,0,moderate,1,0,1,50,0,0,0,0,3.1144119807601345,Mitte (nh)
16755,27018605,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50745,13.4665,6,1,65,118,4,10,79.0,1,strict,0,1,1,60,0,0,0,1,4.250545365171549,Friedrichshain (nh)
16756,27018606,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50872,13.46737,6,1,65,118,4,10,87.0,1,strict,0,1,1,60,0,0,0,1,4.328222930759961,Friedrichshain (nh)
16757,27018608,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50735,13.466510000000001,6,1,65,118,4,10,78.0,1,strict,0,1,1,60,0,0,0,1,4.249877990605751,Friedrichshain (nh)
16758,27018620,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50886,13.46734,7,1,71,124,4,10,82.0,1,strict,0,1,1,75,0,0,0,1,4.328613582438948,Friedrichshain (nh)
16759,27018621,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50883,13.468010000000001,6,1,65,118,4,10,92.0,1,strict,0,1,1,60,0,0,0,1,4.372896978479193,Friedrichshain (nh)
16760,27018623,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.507380000000005,13.4679,7,1,71,124,4,12,86.0,1,strict,0,1,1,75,0,0,0,1,4.343687717557226,Friedrichshain (nh)
16761,27018624,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50756,13.467920000000001,6,1,71,118,4,14,92.0,1,strict,0,1,1,85,0,0,0,1,4.3474248183632405,Friedrichshain (nh)
16762,27018634,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50731999999999,13.467479999999998,7,1,71,124,4,12,92.0,1,strict,0,1,1,75,0,0,0,1,4.31467696301581,Friedrichshain (nh)
16763,27018635,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.507130000000004,13.46761,4,1,54,76,2,8,92.0,1,strict,0,1,1,35,0,0,0,0,4.32100876231322,Friedrichshain (nh)
16764,27018640,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.506930000000004,13.466170000000002,6,1,65,98,4,10,92.0,1,strict,0,1,1,50,0,0,0,1,4.2216917537870815,Friedrichshain (nh)
16765,27018643,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.5085,13.46672,6,1,65,98,4,10,90.0,1,strict,0,1,1,50,0,0,0,1,4.281057614400536,Friedrichshain (nh)
16766,27018645,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.508269999999996,13.46765,6,1,65,118,4,10,84.0,1,strict,0,1,1,60,0,0,0,1,4.339653607136378,Friedrichshain (nh)
16767,27018646,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.506719999999994,13.46752,6,1,65,118,4,10,85.0,1,strict,0,1,1,60,0,0,0,1,4.310103006351974,Friedrichshain (nh)
16768,27018647,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50675,13.46589,6,1,65,118,4,10,90.0,1,strict,0,1,1,60,0,0,0,1,4.200712378212301,Friedrichshain (nh)
16774,27028516,0,0,Charlottenburg,Charlottenburg-Wilm.,52.522380000000005,13.28476,3,1,99,35,3,20,89.0,1,strict,0,1,1,70,0,1,0,0,8.369445664842685,Charlottenburg (nh)
16786,27056596,1,0,Köpenick,Treptow - Köpenick,52.44906999999999,13.596960000000001,2,1,16,10,1,12,96.0,0,moderate,1,0,0,20,1,1,0,0,14.358354614244112,other
16808,27122731,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.50269,13.438889999999999,2,1,70,0,4,20,98.0,0,moderate,1,0,0,67,0,0,0,0,2.3501162504810726,Kreuzberg (nh)
16810,27122904,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.493959999999994,13.436420000000002,2,1,39,10,1,10,99.0,1,moderate,1,0,0,40,0,1,0,0,2.3933000892268748,Kreuzberg (nh)
16816,27127743,0,0,Charlottenburg,Charlottenburg-Wilm.,52.52373000000001,13.30047,4,1,45,30,2,0,92.0,1,moderate,1,0,1,57,0,1,0,0,7.394024745319076,Charlottenburg (nh)
16817,27127920,1,0,Prenzlauer Berg,Pankow,52.5353,13.42883,2,1,49,9,1,15,97.0,1,moderate,1,0,0,110,0,1,1,1,3.982456280066264,Prenzlauer Berg (nh)
16821,27132192,0,0,Steglitz,Steglitz - Zehlendorf,52.45455,13.323789999999999,9,1,110,70,1,0,94.0,1,flexible,0,0,1,150,0,0,0,0,7.641635163453988,other
16823,27145706,0,0,Charlottenburg,Charlottenburg-Wilm.,52.520309999999995,13.285789999999999,3,1,109,35,4,20,94.0,1,strict,0,1,1,70,0,1,0,1,8.244920110244518,Charlottenburg (nh)
16824,27149418,0,0,Charlottenburg,Charlottenburg-Wilm.,52.52105,13.286679999999999,3,1,119,35,2,0,87.0,1,strict,0,1,1,130,0,1,0,1,8.206327358116518,Charlottenburg (nh)
16860,27217114,0,0,Neukölln,Neukölln,52.485130000000005,13.42968,2,1,33,0,2,0,90.0,0,flexible,0,0,0,100,0,0,0,0,2.6142773018745573,Neukölln (nh)
16865,27226460,1,1,Neukölln,Neukölln,52.48404,13.42371,2,1,55,20,2,30,100.0,0,flexible,0,0,0,125,1,0,1,1,2.468244726203772,Neukölln (nh)
16869,27246434,1,0,Wedding,Mitte,52.541000000000004,13.350729999999999,2,1,40,30,1,10,98.0,1,flexible,0,0,1,40,0,0,0,0,5.579798835928299,Wedding (nh)
16886,27286727,0,0,Mitte,Mitte,52.52241,13.38364,3,1,48,0,2,55,85.0,1,moderate,1,0,1,100,1,1,0,0,2.587393259391914,Mitte (nh)
16897,27319475,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.522169999999996,13.44996,2,1,28,15,1,10,100.0,0,flexible,0,0,0,40,0,0,1,0,3.7749987039170563,Friedrichshain (nh)
16909,27334230,1,0,Hansaviertel,Mitte,52.51586999999999,13.3396,2,1,79,75,1,0,100.0,0,strict,0,1,1,50,1,0,1,1,4.605933152875002,Mitte
16923,27357671,1,0,Tempelhof,Tempelhof - Schöneberg,52.483000000000004,13.384670000000002,2,1,85,20,2,25,100.0,0,strict,0,1,0,160,0,0,1,1,2.565237082207941,other
16930,27379620,0,0,Wedding,Mitte,52.56547,13.38555,2,1,23,10,1,5,97.0,1,flexible,0,0,1,60,0,0,0,0,7.0836783737154505,Wedding (nh)
16931,27379837,0,0,Wittenau,Reinickendorf,52.58245,13.296970000000002,5,1,119,29,4,0,88.0,1,strict,0,1,1,90,0,0,0,0,11.447055103429538,other
